PROP_ID,Feature_ID
N69914868,029
L70898214,012
L70944412,001
D70852982,004
A71274914,039
X71364838,034
Y70588462,012
K71193666,039
R70235066,011
E62689276,006
G69720458,034
N70971210,025
M70123102,025
D70360842,001
J70483862,011
L70141974,004
R70824574,035
J70267886,006
C71438142,001
Z70624206,002
H70718338,009
I70568306,025
T70873060,035
C68450230,012
M70461938,003
I68731458,003
T70741908,003
L29777197,002
B69424530,009
I71341246,012
H70768276,021
Z71737416,029
S71382188,021
W69960136,039
D70482212,009
E71196056,011
H70560234,002
Z71652476,025
P69466830,001
Y70534944,034
G71191098,003
L70623142,001
W68231124,004
Z70898316,025
O71539034,029
X69660758,034
P70235484,039
W70762678,006
A70407306,021
J70959800,002
Z70583282,035
A58583620,011
V68840028,004
W70587726,021
I71129668,035
M70707940,025
N68967646,004
S70880420,002
D71407014,009
W70967958,009
F70686450,029
A70331994,001
D69065928,011
I70972112,001
Z46629371,035
Y70923042,009
U70914220,039
E67064754,034
W70711116,021
L70330568,029
T38978497,001
C70660928,001
S71612828,011
V70197556,001
S71608342,029
C71558980,034
J71024450,029
O70084816,039
S70366590,003
M71721958,039
P71398426,009
F70191854,012
O70651060,006
P71368310,012
K70458988,011
F70662420,002
G70168994,039
S71025428,025
F71521852,004
Q71110638,001
Z69603596,009
A67632130,003
V71205260,009
B70090774,034
Y68601844,029
Q71216754,006
D70927200,029
L68540982,025
V70218374,035
L70628728,002
H70266178,002
H69813372,029
S71725874,035
B69961214,012
Z69020082,001
W68731624,001
Q70810052,003
V70315886,029
W70627296,011
Y71235474,009
B71035232,012
G65392160,029
M71433142,029
F70552010,009
Q70844084,009
K71027010,025
W68432192,034
W71014332,034
R60304110,002
R70952432,006
E70215952,011
P58296896,001
J70269610,021
Z69166092,025
G70130158,021
Q69415442,004
W70549508,012
T70975726,002
C70395894,001
J71194938,004
D70218630,003
P69532036,034
Z70813124,011
S70439658,021
Q70237876,011
H67955856,035
Z70797486,012
L71582418,021
C69979396,006
H71348672,003
V71230088,009
E68419262,035
V70262614,003
N70733718,034
I49099067,003
E70942862,035
H71075690,039
L71293956,034
I71125310,004
L69969634,039
D71587438,004
X69608498,025
G71715066,001
Z71705162,029
O71261552,006
Z71123760,011
Y67892262,002
N70993878,034
E70338172,021
O71177864,034
V70485244,003
P71596400,035
D70425478,039
R71195824,002
U69445096,004
T70846192,003
X71094620,025
L71624562,002
B69987296,001
T70928908,021
Y70623060,009
B71669458,039
M71020334,035
B70862528,006
R71013358,025
X65306836,002
F70679342,012
K70484196,034
Y70743964,004
F68521142,012
W70981282,021
Y70493898,004
C70494298,035
P71013180,002
K70797950,006
A71798794,002
N67626474,004
D60206162,001
J70022366,009
F70661484,002
C64879574,009
G67065406,039
U70231222,029
I71125006,004
Y71238182,012
C70216046,003
R70663612,029
Z70499620,025
T70416902,003
E69361376,025
J70842610,006
Z66057864,039
I70908284,002
F71071960,004
T69788362,006
D70981696,039
O70304332,006
E70037956,021
G70705848,002
B70098642,002
O68299730,002
G71095924,025
X70667796,012
G70301792,035
X62790878,029
C70764194,009
L70888366,025
Q68659674,001
I69368988,002
G71285026,002
A71618328,035
Y70822378,004
J70026586,029
F70592460,002
M71103492,009
F70797526,029
K70984760,025
N71265104,039
V70354688,039
J70622282,011
T71125520,002
R71148470,029
H71330904,039
R70933298,009
Q70862862,039
Z71213492,029
Q70552332,004
T71573082,035
T66876842,021
L70479998,035
Z70900452,029
P70726188,021
K71003292,011
D70677736,035
K71776892,011
N70806490,025
Y70427012,009
D69096012,011
F70813354,001
O63844024,039
G71262744,001
V71801580,021
C68231056,002
X70677488,011
D71063928,003
G69215468,035
S69969962,003
T70367772,011
A71331088,021
Z70433742,035
Y70510790,012
J70745230,029
D69521438,034
U71010870,011
Q69047884,039
H70065644,039
B70459330,009
L69975628,001
J70351106,029
Y67548902,006
C70770492,039
T71333418,021
D68796442,035
Z68232860,011
F70625094,002
X39752437,002
R69632312,006
J71719490,002
C70798568,006
Z70726876,035
S71360112,006
P70547868,039
H71110696,035
V70327850,035
G70798284,009
F71001402,012
C70761896,009
Q70293128,034
V70944132,025
P71660614,006
G70941532,025
K53173774,039
N70971812,039
N69368974,011
U62909720,025
T69938828,011
K70787606,004
P70440942,009
M70051758,025
X70281586,012
D60218916,001
S68941710,035
M63084768,002
F62923928,034
K70942858,006
F71183902,002
B69368992,025
F71579062,006
K71097024,039
C71424270,029
A70825884,009
P70948080,009
B70908730,025
W71112174,025
N70680664,002
L71564540,002
X70772466,025
M65899024,002
S70739318,004
L65397954,001
V66858634,012
I69878674,004
Y33366743,011
O71371850,025
N69986394,009
P70231100,004
I71103488,002
W71795854,006
L70444774,001
G70903778,011
Z70421868,011
R63526832,029
I71730588,025
B37204893,002
Z70718344,012
E71018968,009
R68519526,035
I70667592,039
R71052458,003
R57698644,002
C70882630,009
H70542024,039
Q67295992,011
E70011496,006
I70761904,002
M71402186,011
R70732300,004
V70505118,021
D70771620,002
Z70210428,021
Y68225058,006
Z70994528,021
I71266968,001
U70884858,011
T70889168,025
E69268956,011
A68623844,002
M70438076,034
H71684538,004
S70825950,009
U69768062,039
O71128826,021
Y70526770,001
H71233944,035
M71420794,012
S70964502,011
D71012762,039
R70817158,004
I69999168,021
U71357880,039
H67854226,039
J70275376,003
H70163164,035
N69262472,034
P69809100,006
J70129720,011
L70970858,025
H27583685,035
S70502106,004
F70496866,001
L70544010,009
P66927524,001
T71194082,034
O71095724,012
O71013034,004
N70893138,004
B70039034,001
Z70402940,006
I58891614,001
N63137512,003
N70764276,009
U71498480,011
R69630104,021
B70711370,003
B68731534,011
K68619118,003
Y70629460,025
Q60782024,012
Y71351884,021
E64952536,003
D70929898,035
I70586620,012
U70182504,012
Z68566182,021
Z71652476,004
H68392232,039
E70836846,012
J69329776,034
S68419306,011
V70991988,001
Y69476744,009
S71075714,009
V69226224,002
B70062656,004
O71398416,012
H71024278,012
H70627018,034
F70926214,002
U70943280,006
W70161446,009
F71075656,011
V71018654,001
G66197530,009
I71520980,021
S70362724,025
S71136220,002
Q69385744,039
H70513448,039
E71716722,001
I71472740,039
K71760072,003
F66827824,039
S71272918,012
B67530386,021
N71211224,009
S65477842,011
M70645368,029
X71530466,039
J70083558,002
J71662222,034
K71125104,021
V70416908,002
K70629278,011
G71600368,009
X71533306,003
I70446150,039
K70612546,029
S70081110,003
M70501150,011
O70797720,006
M70364786,034
X41794795,002
P70055094,003
I68918688,025
A70403728,001
H66287042,002
X70965028,006
H71579866,029
P70317200,002
Y71659080,025
X71420226,001
R70158018,012
U70061124,003
T70416856,003
C70736146,011
F70096588,012
T71568796,011
F70550104,039
K71216986,003
G62586936,009
M70950110,004
Q71562638,039
K71097024,035
M58482132,009
J60150560,003
E71124456,001
A70210972,021
N70680664,011
P71384948,039
S70879126,002
G50571412,012
H70852770,035
W67181882,001
S69156368,025
L70296282,029
L69578894,002
R71127220,029
C71421354,039
S70284100,021
D70884050,035
S70529300,012
F11728574,004
X70830962,004
Z69960692,035
Q70893128,034
N70900240,039
B42053815,003
W71721968,039
Q69255364,011
F70462526,001
G71208026,011
H70701580,003
H71565052,029
K70778424,029
V70687322,034
J71332662,002
Q70089840,034
B69829658,012
N70659436,025
I69219890,012
H69942636,029
G71018130,025
Q69988838,025
H70857162,029
Z70802526,002
T70981908,034
M70804628,006
Q71683282,034
S71457762,003
A69990076,006
L31660981,002
V70852054,004
G70041454,029
F36986201,035
A70112204,021
Y70601956,011
C71420728,021
A70543246,012
Y70254454,003
M69734260,029
N71138840,001
Y71384280,009
F70703404,001
G70586050,009
M70014514,009
Q70307498,001
K53793076,003
Y69537012,021
W68626656,002
X71269814,009
W71237910,025
R69646202,035
C69465868,001
G70896586,034
X69867072,035
Q71170468,001
O70121594,035
P71787018,025
U70601304,011
T71127908,034
X70364910,034
U70151778,025
Q70895782,025
I63225872,003
C70914252,025
V67661468,011
B71136084,001
B70126354,012
Z70849470,003
A70987814,034
D70815190,011
J70743022,021
Z71263204,003
X70338598,021
V71011588,004
R71127432,003
E68321572,034
X71108260,039
N70726244,039
G49195487,004
L71268540,006
E69597190,035
D71610678,029
V70281924,035
F71545450,021
T69412044,012
I70740448,012
Y71498286,025
X70684316,029
J70878964,012
Q70702932,039
T71566486,003
H71739284,002
I67548108,006
P69446934,029
S67731022,001
X70908402,025
B71061838,004
O71171710,035
W68670536,009
B69508996,003
J70772628,021
O64446140,004
Q69922702,006
E69308212,029
E70660126,002
Z70753302,025
M70202570,009
S71418908,011
M69938482,021
S70425186,029
E69516260,034
T71238304,009
O70316146,009
H71143578,001
Z65571296,003
G70450424,025
F70387600,012
E69962044,029
A71332728,021
S70828464,003
J70564164,021
M70896252,003
T71022290,009
W67561814,006
J69535274,029
W71252494,003
F70971150,002
U71106600,009
V69915972,006
R71668556,012
E68826976,012
A71666944,025
Q70959652,025
L71031080,021
V71622584,011
Z70533904,001
S70235944,034
Q71656006,006
P71619780,006
L69959786,025
E70101316,025
J70253684,021
C70965318,002
F70881502,025
Q70972532,025
M71368102,004
R51283304,001
J71518104,003
D70433728,011
Q49763748,011
V56361856,029
Y69978294,039
B71652952,025
Q69458596,034
Q70634310,006
M69138272,039
Q71767584,034
I70723574,012
Y71400412,002
I70357702,002
W70677578,001
O71437718,025
J70375226,025
T71103434,012
D71603888,006
W69679638,011
K70019162,004
M70834276,002
A71066476,001
N69553614,039
H68193958,011
Z70948290,009
K70346166,029
P71557228,004
V70398776,002
C69505726,002
D70628126,002
Y70482160,006
V70088044,012
B71287790,035
V70458628,002
K70912060,001
A70982960,006
C70546778,029
Z71476792,025
O60896290,012
F69433582,011
D68301938,029
P70555718,011
Y70806748,001
W70185210,025
T71676672,009
T70660234,029
X70984686,001
O68841332,011
P69087720,011
B71383880,002
T70846568,039
O70185220,003
T70061694,006
M69140140,002
I70317086,003
W71140042,012
Q70665050,004
O70409768,035
H70844814,011
E67105008,003
C64640776,006
U63276986,029
P66927524,039
T70753426,006
S71251978,004
Z71571958,004
Z68253182,034
Z70170680,029
G70608374,011
U70531966,029
C70724340,035
P71112486,029
J70237340,025
O71631442,009
X71481366,034
S68418178,011
H70135320,012
J69467216,039
L70898214,025
U70012668,004
I70575812,003
P71103458,039
E68457350,021
T71300398,003
I69964468,039
W69555554,025
E50617236,002
E66684660,025
S69254750,039
X68218306,009
S71476752,002
C70749154,004
T71652078,025
S69689034,006
Y71567722,006
Y70659062,021
I70709832,006
T70710960,011
V70703734,011
U40629119,034
F70872070,021
C70344244,004
S70543008,002
P69407598,029
X70016964,025
C68534650,001
K70219346,039
W65282092,029
Z71593294,034
K70389488,011
I70834288,001
Y70344338,002
Z69512064,001
C70327380,009
F71657460,004
T69809824,029
E71417192,029
J70817656,004
M70692196,034
D71327410,001
K70127032,029
D70259602,039
D47640273,039
D71620894,021
X66192194,004
Z69532818,011
V67655118,001
M71272686,004
O71255850,025
A70009682,039
Y68685062,011
S71297414,011
W69843430,011
V70892682,003
B70466928,011
L70966778,004
W70845672,002
P71190994,009
O63717804,009
G71013962,012
E71296562,035
I69928388,025
W70657698,039
G71423922,029
V70443390,006
M70991502,001
X67641072,012
G70679510,012
P70386760,012
P70932890,002
N71433146,021
M70653290,006
A70136278,003
N70169622,011
Y66879122,004
O70289030,012
H70857244,002
Y40339427,025
N70908660,039
A70049874,025
W69977724,025
F70232014,025
C66811632,021
O70613988,029
G71273960,029
R71152870,012
V70814242,039
P70800496,006
H70986240,002
O71205890,006
I70725768,001
S70836140,006
U69937748,021
D70532980,012
O70151142,034
T69020844,021
R69348136,011
X71058174,021
V70073902,034
O70611082,035
A70423776,035
K70755430,039
Z70560792,025
B71010868,011
V70243966,009
J69715472,029
Y70294394,002
X65568260,029
E71073382,003
C71375616,009
D70894714,009
D71241960,035
Y71292670,002
O64738104,003
J70419968,009
U71206120,029
E71777698,025
V66690788,012
F70802732,003
Z70827690,012
Y71202362,001
H70223140,025
C70546528,034
D70333416,012
I71044496,034
C70970680,039
S71159674,001
P71394804,011
H70865380,035
C71498360,021
U38775689,012
H69563898,025
V70875440,001
V71006118,035
J68230506,021
X68248956,004
D70435586,006
H71673368,021
C60685128,011
F63417796,039
G71261502,039
E71152886,035
S70404900,012
X69966518,039
P70716338,004
Z71165638,006
P69924312,012
P71611656,001
Y71019776,003
I71225366,029
Q64402386,009
U62689314,006
J70966418,002
C70769528,029
G66380142,011
M55920008,011
T70951532,012
C71615200,012
V69223154,039
J70899714,011
E70762496,021
F69701570,039
T68980136,009
S69969962,012
S70831098,009
Q70742998,039
N70935748,039
A71399722,034
V71474440,004
R30182907,003
T64690386,006
I70837778,035
V55609952,004
J71534448,006
S71353166,021
U70549652,029
C71364720,011
V71768578,001
A70420396,002
I68737504,034
D52586310,002
A68652426,012
F71470270,029
Q64308304,006
T70442522,004
D51169472,011
U70413888,039
S68752196,011
J71704886,029
J70891740,004
K69044408,004
A70872732,002
U71423972,001
X70128842,001
M70880526,004
T70536690,002
D70163980,004
M70470290,012
G70762154,011
B71006010,029
R70177252,012
W69680952,025
X70373010,021
O71213810,012
I70486924,001
D71005858,034
H70292336,002
Y70204270,012
M70584140,021
B71370388,004
C71015088,004
Q69913836,006
E65351662,011
V70843064,004
R71766786,029
D68459290,002
V70968504,035
I71301836,025
K71190198,011
T70493240,034
R69096560,003
K71257080,025
J70747226,002
C71457706,003
B71137130,004
S69391116,034
K71026768,009
P70600472,012
I71428300,006
U71608850,035
C70798702,029
W46418559,035
J70740068,003
J70564406,003
G71116816,029
Z68086034,011
Y69579068,006
U70437112,021
M70877974,034
S49929590,039
F69962426,039
B69424530,035
F70927166,011
Q70126690,003
F69992602,002
Q69955710,001
Y70362342,004
M68339388,039
H71118060,029
A71373536,006
Z71273216,004
G68813208,035
F64145176,021
M68551158,002
X67883048,021
A71715386,006
S67540548,034
B71137130,003
C70488666,035
R70603272,006
L70460680,006
X70878606,001
T70412490,039
X70231558,029
W68083292,001
Y71462498,001
F70761720,006
A71429674,004
Z69282402,021
E70720326,001
M70114120,012
K70455886,021
Q70134692,003
J69260038,034
Q71364700,029
F68521142,039
I65715902,029
L64700308,003
K70528570,004
K71782132,039
Y70868660,003
Y69974296,025
W67799092,006
Q68852012,034
P42258657,004
K70727070,001
I71002540,029
T70763910,004
V71236686,021
Y69162562,035
R70190852,009
P70572192,004
S70644548,006
J71578798,004
L71703224,004
V70877058,012
U69130294,021
R71754794,021
U70420606,025
B70766032,039
I70687394,004
U64946000,002
U70697302,035
K70528570,039
J70499502,003
D71000548,006
U71214418,002
Q69612468,021
S69369022,011
T68312368,003
X69369056,034
Y70640480,034
C70437734,039
N71034824,025
A69369018,009
J71646014,002
G70930440,029
T69551330,002
N70592790,002
Y70633440,003
O69921752,012
K70718578,029
B70120932,011
U70493224,034
O70846436,009
L70304890,011
Z70926988,012
L70361940,009
B71084058,021
M41905987,004
F71673742,035
V70832302,025
I71518648,001
D70963796,039
Z70677572,004
S70098368,009
S70254880,039
J70495476,006
I71322914,035
L71216028,012
W69917054,011
X71075774,002
U70601692,029
M67665742,012
T70458302,011
L70406990,039
C70619334,021
X70339698,039
I70493352,039
V70721160,003
X70156116,039
O71349612,012
A71273540,029
B70237806,029
O70487356,012
F70935612,035
A70152058,001
K71307460,001
X70872506,034
Y70089228,001
P71216318,011
W70995308,012
W71179210,004
A69665686,039
I70711460,039
A61349002,009
J70900052,029
E70657030,004
P68253944,003
H70984892,021
S68662576,012
D71083856,025
T70992948,035
Q64860458,025
V69928686,021
R70367532,004
F68212846,012
S70040204,006
L71564540,035
B71562206,002
U70324458,001
T70400836,034
M69917478,035
G70717974,039
O70830880,039
W44264233,025
S70334120,001
E70280018,009
E69937242,009
Z71302808,004
H71607492,025
A71702724,025
I70406156,006
X70872478,003
Z51522774,011
Y70443826,012
W67731240,039
V71651948,004
P70219132,002
J70683982,001
B70119778,012
D70797222,011
J71258460,009
S71149878,002
L70931852,002
E70978474,006
X70782908,012
K67146764,011
U70801406,002
F68881130,029
J71607594,009
J71405652,001
U70377226,039
F63255380,003
Z70852056,012
G69202812,039
O70991780,002
M70381304,004
P70832368,039
E70687316,004
B70280400,039
U70417422,003
U70413888,003
O71349612,029
X68659560,004
J68282628,002
S70154006,011
A70760378,006
W56236972,003
Z71005702,029
V70762002,002
J71352052,029
Z70100944,001
D71741426,011
K70699362,003
I70450068,039
A63419612,006
K70610336,001
I26243009,003
D67632828,009
Z70380898,009
W71140042,035
M71735614,003
R71802178,034
R71297060,021
V69979118,029
A70306592,035
U70773432,011
V71189898,012
K71144646,035
O71683340,009
F63925658,034
G71125880,004
N70995036,003
A70570782,029
M71496894,034
Z68566182,002
V70479346,025
D70943562,012
W70388988,009
Y71216458,025
A71198852,029
X70195614,002
L71716940,035
W69410394,006
E70474808,021
S70965884,025
E68670550,011
U70697682,035
Y70357028,011
F70063840,003
U70502390,006
T68916158,002
E71443650,029
T71420746,004
D71306268,003
T71360120,034
W69446872,012
A68041458,001
V60161386,039
G63234538,002
B71006910,039
J70935178,025
F70846392,009
U70914220,006
R70459544,011
S71539344,025
B71665022,012
P71377482,003
Y71602818,001
F70832128,029
F70745980,029
M70522140,004
N71210612,034
G70170534,002
K71011460,029
H70990148,011
Z70871076,006
R70418636,039
P70435228,025
N70156060,021
Y71470720,035
X70761608,034
L70943622,012
F70770036,025
A68415964,004
Y67548902,004
D70137262,002
H70430278,004
W70135398,029
K57233260,006
R57814042,025
I71567228,035
R70703986,011
W70749872,025
Q70943064,039
N68685820,003
O70361216,003
F69682456,034
G70255920,002
U71390870,011
P68933214,011
R69789392,009
G65304966,029
B71412860,025
N69178456,011
R70440366,011
S70851006,003
E64741238,011
P70718234,002
Y34102443,004
Z69994002,004
Z70610478,029
S68263822,001
W70748076,009
S69558460,034
I71346958,012
A71551108,039
A67047662,034
H70814976,006
V50381292,034
Q71253500,006
L70398818,025
I70356508,025
D68388738,029
Z71018534,034
E70442822,009
N71366880,001
A70394836,009
A71661624,011
W70704262,004
T70682410,012
J59622584,021
G71060038,006
X70892228,002
R70749338,009
A71232520,034
I70454416,039
E69464802,009
Y71062760,025
C68917156,029
H70849214,011
F71161508,039
W70633912,003
O69601444,006
Z69942964,011
R70639290,021
T69377700,002
S71641848,003
Z66324242,025
S71331282,035
M64247944,004
S71061398,039
G70957608,012
L70047478,011
Z68336846,001
E62891686,001
R63938066,001
O70365122,029
I70432976,035
H70996358,029
S70572914,034
G71469138,002
W71152904,006
C71107256,025
P71362780,012
P71527594,009
R69484932,039
I16069973,012
I70209158,029
L69911682,012
X71297744,029
T66160924,002
U70847002,012
R70897138,002
H54654182,006
I67515826,021
J70897390,029
Y70368436,035
C70967666,009
A70847008,006
C69597590,029
Z71277762,029
H68078142,034
L70090688,021
X71786118,034
R70597192,006
M71157942,002
X71593732,034
M71229086,006
E69306180,009
F71231420,011
B70767346,003
E68383434,021
C71031270,011
J70963396,021
P68133370,009
R69286148,012
R70008802,009
B52317912,011
F70123158,001
N70930340,034
L71049666,029
A70897880,006
H71227260,025
Y70684596,034
E70961792,039
O70110862,006
Q68241836,011
W68939698,003
U70824748,034
X69975812,006
J70702760,011
Y70972546,021
W69327672,006
Y70116394,004
L70962120,006
E71423100,003
S71721944,006
D71149054,025
D70314796,003
H71598688,009
B70825938,034
V71740152,012
Z70765832,029
N71433146,029
G69652926,009
F71705482,025
Z71390986,021
O67665710,012
P70063846,021
I70459640,011
V71531764,004
M71652988,025
G66737654,039
L70119810,004
S71149878,029
M70641220,012
M70925666,021
S70992608,039
R71149672,006
V70357396,003
W70216236,034
U64923792,012
R71075686,034
M70583776,039
D70464438,025
Q70775362,011
G69969910,012
F70893404,002
C70625700,003
J70842504,011
W70387514,006
B70707978,001
M70493080,012
F70761838,001
N65172342,012
K69422096,034
I71767540,012
T70529578,034
R70057808,025
D70660268,012
O61375340,035
Z60713152,025
H71210100,025
W70681956,021
H70810616,001
J69846286,003
E71609242,003
Q70868894,012
T71466344,039
A71128182,029
Q70551172,011
M71688652,012
N70198088,012
D70422886,002
O69961666,035
G70815106,009
V70800064,009
F71184238,035
T68628568,012
A70876148,035
F70629300,012
F70224938,021
J70097622,035
Z70839404,009
D69978540,009
U70929846,021
N70764276,035
R70075710,012
L69492980,002
T70943304,002
D68339528,006
M68734686,029
K68340756,011
H70787380,003
T71238368,001
R70992812,025
D68148986,039
K70395870,029
G70559936,021
W70748532,006
D70953308,002
K71394790,004
R68390400,012
Z70315194,006
R70373606,006
X71207614,034
D69065928,034
O71584512,002
K70796914,006
R70711108,029
S70405742,004
P70708454,011
Z69578856,006
P70502590,006
D71186226,035
Z64365610,021
O71448262,034
B69920742,039
G71161228,002
E70725690,021
E71525902,039
O69895694,039
U70989898,029
K48971463,003
J70438740,002
E70680698,029
D70581254,039
I70446284,006
W70726338,011
K69330300,011
L70834134,001
A71251184,029
K51531130,025
B70063952,004
H68944584,009
Y61836412,004
V70963412,012
C71438142,029
W70159586,006
H71203530,034
U70584138,002
B70959952,039
W71161354,012
C70068782,011
S70691428,004
Z69047506,011
H69984712,004
W70763140,011
A68477436,006
P68596842,034
G69980512,025
H71151146,002
J70280688,006
B71756982,004
S69303068,021
V70604208,001
G70445212,001
H71517060,035
X70601394,021
P70934568,002
Z70677572,011
E70834394,021
E69647214,021
T70230260,001
Y69943756,034
F70846190,021
Y69476744,039
C69255432,011
E70624768,011
H70103160,035
A69428226,012
K71714570,039
G70912126,004
U69123850,025
Q71546616,039
S71330392,025
E71408660,002
M71293346,001
Z70227502,029
T70912904,004
A61307538,003
V70789294,002
M71171270,012
H70583916,029
A71435756,021
P71052344,003
J68660928,039
R70691810,002
L70213290,012
F70509352,009
U60567534,039
Z70634044,009
Z71579600,035
B71167860,035
X70582480,009
L70672206,012
N67731042,025
N70193464,001
C71340498,035
Y69157838,002
J71023486,034
Y69979832,006
K71084452,001
N70975624,029
F65135208,039
O71083796,025
R71478150,001
U71293306,002
R70677514,001
B70966178,025
Q68953086,006
W70859464,002
G70515358,006
E66368760,004
H70985214,006
F70848818,012
G69943542,039
Y71292670,021
F41557417,003
T70628146,035
M70110608,029
Z70770314,012
I70933676,001
F70726436,002
D70698424,003
V70631724,034
O69782248,012
M70449068,001
A68385756,021
X69656784,025
Z71746602,021
X70318592,034
G70364498,039
B71782196,003
J70415524,035
O70857328,002
O70029086,001
P69279252,039
H70927264,025
Q70611180,006
F71071960,012
L71066226,034
K70445698,006
K70878656,004
M68017092,039
B70195252,029
V70867892,025
X70741886,004
T71011550,035
J70216690,029
K71349272,035
V70737588,011
S70825084,001
G71595658,034
Q70661748,006
N69808630,034
R55067066,006
B68522812,004
Q70972026,009
U70595846,039
X70692824,009
B62621644,021
F71219964,025
A70678232,035
D44989555,004
F69446956,029
N69596014,006
E67251740,001
F70766156,002
E71476276,006
I70281154,006
P70097124,009
E70750004,011
F71415106,021
K70128728,001
W70760520,029
I70170046,004
E70965944,002
U71301000,011
Y70765418,025
K69990750,035
G70167410,001
Q70861330,001
H71460702,004
F71384484,001
H66294702,029
G60652370,001
A70613258,012
C70309802,011
H66081286,006
N69491558,011
Z65548942,011
V70462698,034
S69941152,034
Z69056774,039
S63764588,003
T70884350,039
K69303004,012
A70493196,009
G71052216,035
N70994644,034
G71132192,011
D69174104,029
C71475934,003
M70866446,034
T71202684,006
B70090774,009
G70444450,003
N69174146,029
M71413706,004
K69816744,011
G68552702,034
V70800656,025
Y70583894,025
A71390586,003
N70744642,009
Z70174174,006
R70725762,029
I70720546,035
Q71203212,034
F70692048,004
A71467432,034
X70910430,003
P71232176,029
D70761986,025
M70952474,034
E70495064,006
P69552178,035
E65136098,001
M69492376,039
Y68594342,003
Y70513802,011
S70476640,002
R71232468,003
B70419228,001
R66198136,006
U71420790,029
I67783344,004
S70380928,025
H70219318,003
F44728687,021
S71254052,006
H71598688,025
N70771394,029
Y69937196,003
E70699508,011
A70988996,012
I70240212,034
A71191336,006
Q70330348,034
D69995656,029
H70298208,009
A71323966,011
S70930380,001
Y12616139,001
Y70457742,003
F68688560,035
J71693284,009
D70994618,003
K71205806,006
E71587440,003
D71132786,006
K70666134,021
M71022590,034
K69461572,011
G70830594,009
D70335744,012
Y4795283,002
X70444892,002
T70691392,034
Q71127842,001
C68215614,009
M70251006,001
H70145706,011
G53578702,035
I71402460,001
M71018864,002
R69278044,002
N71149922,012
I71298756,039
W68948878,025
J70545496,004
G70766910,012
R69275402,001
M65306404,025
C70009826,004
G69480768,009
G68867348,035
W70839888,025
C71346038,035
A53703588,012
Y70494418,009
H63549376,025
B70212798,021
P70392366,029
V65939064,001
F70604418,011
F71470270,034
M71674530,001
E70022212,034
Y70667832,021
H69591034,029
Z70115260,001
B70596896,002
Z70220494,039
S70219788,011
D70592710,001
A70367204,001
U69962252,012
B71075682,003
B65692560,006
S69128264,021
Q71613732,006
Z70299640,035
R70892266,012
V70356278,039
X68079088,011
U70296800,009
I70760194,021
W68084334,001
G71495850,002
E70965820,004
H65342104,021
D66718748,035
C69684908,006
B71096294,006
I68194190,003
J71381102,004
P69961668,035
Z71169256,021
J70231650,039
D69564518,011
D70493222,006
O22784139,035
V70613782,006
P69948042,002
X70661042,001
C52671946,029
C70421506,021
S64889972,011
A70706254,003
P67449572,004
T70376284,004
Q70746536,003
U70444898,002
M70878006,025
W70679980,034
A69070698,006
A70825564,029
A64701768,012
N71539276,029
K70613306,011
S70983008,035
L70693274,035
A69523728,003
L71182664,006
A36736055,001
M71238018,034
S71277272,011
X71482854,006
K71212918,034
T70047692,011
G70111518,034
H71245294,004
I70446284,002
W68238514,001
C71802172,003
B69369034,035
J70720328,002
I71439016,011
H70658074,011
W71240148,012
M70438076,004
O70316146,029
J70907350,011
L71375146,012
H70062684,025
Y69139538,025
M69052152,009
V70263576,035
D71685590,039
F69480310,021
E70847846,012
I71028600,006
V70388076,003
K70016188,009
Y65260234,035
I71032554,001
S70398580,001
N70720772,009
I71009680,004
O69789114,025
R70493162,012
J70192680,025
I69036828,029
Y71033176,025
B70612762,002
U70342994,003
W71048870,006
B71723630,006
A70118192,011
H68948340,034
T68918274,002
Z69730522,006
N71125000,021
T70760228,003
T70416902,011
K70873266,039
O71623960,034
P71000634,003
G70564368,003
W71150902,006
G70262042,009
E69937242,029
Y67430484,039
E70162122,035
L52324982,002
O64446140,012
D70536064,004
Y71360732,012
K71280482,009
B53042356,029
D71075764,011
P64434252,003
M70648058,003
A70386524,011
D69766316,029
D71614226,011
I71705954,003
G69644118,002
J69595546,004
Z70622030,012
W71357422,009
P66595406,011
H70865452,004
T70024560,034
O71226214,009
S70947700,035
B70511816,039
X71294264,009
V70995802,011
Z71421256,003
M71118432,035
M70848168,001
M71602594,035
L70357570,011
V70630644,011
D70801820,002
D69689440,039
T70327374,034
A70136278,021
J71565768,012
O63370496,002
D71747226,003
C70769528,009
P64713024,009
J71260206,004
E65351662,012
F69917588,011
C68974954,039
Y66927542,012
U70677512,003
C69068042,029
N71024526,002
M69032774,012
Q69341574,034
A70762186,011
A68445710,025
B70382456,001
D69943676,021
V69935594,001
E67796452,003
P53156968,002
W70967958,011
C71420788,009
E65932550,002
H71028374,029
W71403604,034
D70915480,011
G70373978,029
E70143102,009
N70693020,009
C67950536,001
P71157742,009
H70373034,003
W71177210,009
O64939064,029
H60724844,011
L70498706,001
V70212574,012
M70550264,003
F70879770,025
J68936754,004
U70478620,025
J71159364,039
R70760590,034
O71026728,012
G71679382,011
K55726718,025
Z51522774,006
E70763078,003
D70572084,004
B42403887,034
K70797876,009
O70587330,029
O70810668,003
T69291080,025
X70953586,039
A71204076,029
I70441820,034
Y64639680,002
R69159152,034
C71129196,004
E70215952,002
Z70601726,035
C71306774,002
P69307942,034
A67900910,012
Z70624756,009
M70746512,012
M67738528,012
P71148236,003
B55623114,029
